Sequence_ID,Sim_95,Sim_90,Sim_70,Sim_50,Sim_40,Sim_30
EColi4987_2,C95_EColi4987_2,C90_EColi4987_2,C70_EColi4987_2,C50_EColi4987_2,C40_EColi3531_2,C30_EColi5989_0
EColi4988_2,C95_EColi4988_2,C90_EColi4988_2,C70_EColi4988_2,C50_EColi4988_2,C40_EColi2260_1,C30_EColi2260_1
EColi4989_0,C95_EColi4989_0,C90_EColi4989_0,C70_EColi4989_0,C50_EColi4989_0,C40_EColi4989_0,C30_EColi4989_0
EColi4990_0,C95_EColi4990_0,C90_EColi4990_0,C70_EColi4990_0,C50_EColi4602_1,C40_EColi105_1,C30_EColi105_1
EColi4991_2,C95_EColi4991_2,C90_EColi4991_2,C70_EColi4991_2,C50_EColi4991_2,C40_EColi1607_1,C30_EColi3083_2
EColi4992_1,C95_EColi4992_1,C90_EColi4992_1,C70_EColi4992_1,C50_EColi4992_1,C40_EColi4992_1,C30_EColi4992_1
EColi4993_1,C95_EColi4993_1,C90_EColi4993_1,C70_EColi4993_1,C50_EColi2457_2,C40_EColi2457_2,C30_EColi2457_2
EColi4994_0,C95_EColi4994_0,C90_EColi4994_0,C70_EColi4994_0,C50_EColi4994_0,C40_EColi4994_0,C30_EColi4994_0
EColi4995_1,C95_EColi4995_1,C90_EColi4995_1,C70_EColi4995_1,C50_EColi4995_1,C40_EColi4995_1,C30_EColi4995_1
EColi4996_1,C95_EColi4996_1,C90_EColi4996_1,C70_EColi4996_1,C50_EColi4996_1,C40_EColi4996_1,C30_EColi4996_1
EColi4997_0,C95_EColi4997_0,C90_EColi4997_0,C70_EColi4997_0,C50_EColi4997_0,C40_EColi4997_0,C30_EColi4997_0
EColi4998_2,C95_EColi4998_2,C90_EColi4998_2,C70_EColi4998_2,C50_EColi4998_2,C40_EColi4147_2,C30_EColi4147_2
EColi4999_1,C95_EColi4999_1,C90_EColi4999_1,C70_EColi4999_1,C50_EColi4999_1,C40_EColi4999_1,C30_EColi4999_1
EColi5100_1,C95_EColi5100_1,C90_EColi5100_1,C70_EColi5100_1,C50_EColi5100_1,C40_EColi5100_1,C30_EColi2016_2
EColi5101_1,C95_EColi5101_1,C90_EColi5101_1,C70_EColi5101_1,C50_EColi5101_1,C40_EColi5101_1,C30_EColi5101_1
EColi5102_0,C95_EColi5102_0,C90_EColi5102_0,C70_EColi5102_0,C50_EColi5102_0,C40_EColi5102_0,C30_EColi5102_0
EColi5103_1,C95_EColi5103_1,C90_EColi5103_1,C70_EColi5103_1,C50_EColi5103_1,C40_EColi5103_1,C30_EColi5103_1
EColi5104_1,C95_EColi5104_1,C90_EColi5104_1,C70_EColi5104_1,C50_EColi5104_1,C40_EColi5104_1,C30_EColi2952_1
EColi5105_1,C95_EColi5105_1,C90_EColi5105_1,C70_EColi5105_1,C50_EColi5105_1,C40_EColi1184_2,C30_EColi1184_2
EColi5106_0,C95_EColi5106_0,C90_EColi5106_0,C70_EColi5106_0,C50_EColi5106_0,C40_EColi5106_0,C30_EColi5106_0
EColi5107_1,C95_EColi5107_1,C90_EColi5107_1,C70_EColi5107_1,C50_EColi1696_1,C40_EColi1696_1,C30_EColi1696_1
EColi5108_1,C95_EColi5108_1,C90_EColi5108_1,C70_EColi5108_1,C50_EColi5108_1,C40_EColi5108_1,C30_EColi5108_1
EColi5109_0,C95_EColi5109_0,C90_EColi5109_0,C70_EColi5109_0,C50_EColi5109_0,C40_EColi5109_0,C30_EColi5109_0
EColi5110_0,C95_EColi5110_0,C90_EColi5110_0,C70_EColi5110_0,C50_EColi5110_0,C40_EColi2835_0,C30_EColi5110_0
EColi5111_0,C95_EColi5111_0,C90_EColi5111_0,C70_EColi5111_0,C50_EColi5111_0,C40_EColi5111_0,C30_EColi5111_0
EColi5112_0,C95_EColi5112_0,C90_EColi5112_0,C70_EColi5112_0,C50_EColi5112_0,C40_EColi98_2,C30_EColi2825_2
EColi5113_2,C95_EColi5113_2,C90_EColi5113_2,C70_EColi5113_2,C50_EColi146_2,C40_EColi568_1,C30_EColi568_1
EColi5114_2,C95_EColi5114_2,C90_EColi5114_2,C70_EColi5114_2,C50_EColi5114_2,C40_EColi2246_1,C30_EColi5272_2
EColi5115_2,C95_EColi5115_2,C90_EColi5115_2,C70_EColi5115_2,C50_EColi6282_1,C40_EColi6282_1,C30_EColi6282_1
EColi5116_0,C95_EColi5116_0,C90_EColi5116_0,C70_EColi5116_0,C50_EColi5116_0,C40_EColi5116_0,C30_EColi5116_0
EColi5117_1,C95_EColi5117_1,C90_EColi5117_1,C70_EColi5117_1,C50_EColi5117_1,C40_EColi5117_1,C30_EColi3602_1
EColi5118_0,C95_EColi5118_0,C90_EColi5118_0,C70_EColi5118_0,C50_EColi5118_0,C40_EColi5118_0,C30_EColi5118_0
EColi5119_2,C95_EColi5119_2,C90_EColi5119_2,C70_EColi5119_2,C50_EColi5119_2,C40_EColi5653_2,C30_EColi5653_2
EColi5120_1,C95_EColi5120_1,C90_EColi5120_1,C70_EColi5120_1,C50_EColi5120_1,C40_EColi2204_0,C30_EColi3659_1
EColi5121_1,C95_EColi5121_1,C90_EColi5121_1,C70_EColi5121_1,C50_EColi5121_1,C40_EColi5996_2,C30_EColi5740_1
EColi5122_2,C95_EColi5122_2,C90_EColi5122_2,C70_EColi5122_2,C50_EColi5122_2,C40_EColi5122_2,C30_EColi5122_2
EColi5123_1,C95_EColi5123_1,C90_EColi5123_1,C70_EColi5123_1,C50_EColi5123_1,C40_EColi5123_1,C30_EColi858_1
EColi5124_1,C95_EColi5124_1,C90_EColi5124_1,C70_EColi5124_1,C50_EColi5124_1,C40_EColi5124_1,C30_EColi5006_0
EColi5125_0,C95_EColi5125_0,C90_EColi5125_0,C70_EColi5125_0,C50_EColi5125_0,C40_EColi5125_0,C30_EColi5125_0
EColi5126_0,C95_EColi5126_0,C90_EColi5126_0,C70_EColi5126_0,C50_EColi5126_0,C40_EColi5126_0,C30_EColi5126_0
EColi5127_2,C95_EColi5127_2,C90_EColi5127_2,C70_EColi5127_2,C50_EColi5127_2,C40_EColi5127_2,C30_EColi3684_2
EColi5128_1,C95_EColi5128_1,C90_EColi5128_1,C70_EColi5128_1,C50_EColi5128_1,C40_EColi5128_1,C30_EColi5128_1
EColi5129_0,C95_EColi5129_0,C90_EColi5129_0,C70_EColi5129_0,C50_EColi5129_0,C40_EColi5129_0,C30_EColi5129_0
EColi5130_2,C95_EColi5130_2,C90_EColi5130_2,C70_EColi5130_2,C50_EColi5130_2,C40_EColi5130_2,C30_EColi5130_2
EColi5131_0,C95_EColi5131_0,C90_EColi5131_0,C70_EColi5131_0,C50_EColi5131_0,C40_EColi5131_0,C30_EColi4656_0
EColi5132_0,C95_EColi5132_0,C90_EColi5132_0,C70_EColi5132_0,C50_EColi5132_0,C40_EColi5132_0,C30_EColi5132_0
EColi5133_0,C95_EColi5133_0,C90_EColi5133_0,C70_EColi5133_0,C50_EColi5133_0,C40_EColi5133_0,C30_EColi5133_0
EColi5134_1,C95_EColi5134_1,C90_EColi5134_1,C70_EColi5134_1,C50_EColi5134_1,C40_EColi5134_1,C30_EColi5134_1
EColi5135_0,C95_EColi5135_0,C90_EColi5135_0,C70_EColi5135_0,C50_EColi5135_0,C40_EColi5135_0,C30_EColi4838_1
EColi5136_1,C95_EColi5136_1,C90_EColi5136_1,C70_EColi5136_1,C50_EColi5136_1,C40_EColi5136_1,C30_EColi5136_1
EColi5137_1,C95_EColi5137_1,C90_EColi5137_1,C70_EColi5137_1,C50_EColi5137_1,C40_EColi2305_2,C30_EColi2305_2
EColi5138_0,C95_EColi5138_0,C90_EColi5138_0,C70_EColi5138_0,C50_EColi5138_0,C40_EColi3262_1,C30_EColi3262_1
EColi5139_0,C95_EColi5139_0,C90_EColi5139_0,C70_EColi5139_0,C50_EColi5139_0,C40_EColi5139_0,C30_EColi5139_0
EColi5140_0,C95_EColi5140_0,C90_EColi5140_0,C70_EColi5140_0,C50_EColi5140_0,C40_EColi5140_0,C30_EColi4151_0
EColi5141_0,C95_EColi5141_0,C90_EColi5141_0,C70_EColi5141_0,C50_EColi5141_0,C40_EColi4830_0,C30_EColi4830_0
EColi5142_1,C95_EColi5142_1,C90_EColi5142_1,C70_EColi5142_1,C50_EColi5142_1,C40_EColi5142_1,C30_EColi5142_1
EColi5143_0,C95_EColi5143_0,C90_EColi5143_0,C70_EColi5143_0,C50_EColi5143_0,C40_EColi3578_1,C30_EColi3578_1
EColi5144_0,C95_EColi5144_0,C90_EColi5144_0,C70_EColi5144_0,C50_EColi5144_0,C40_EColi1559_0,C30_EColi880_0
EColi5145_0,C95_EColi5145_0,C90_EColi5145_0,C70_EColi5145_0,C50_EColi5145_0,C40_EColi5145_0,C30_EColi5145_0
EColi5146_0,C95_EColi5146_0,C90_EColi5146_0,C70_EColi5146_0,C50_EColi5146_0,C40_EColi1247_1,C30_EColi3536_1
EColi5147_1,C95_EColi5147_1,C90_EColi5147_1,C70_EColi5147_1,C50_EColi5147_1,C40_EColi5147_1,C30_EColi5147_1
EColi5148_0,C95_EColi5148_0,C90_EColi5148_0,C70_EColi5148_0,C50_EColi5148_0,C40_EColi5148_0,C30_EColi5148_0
EColi5149_0,C95_EColi5149_0,C90_EColi5149_0,C70_EColi5149_0,C50_EColi5149_0,C40_EColi5149_0,C30_EColi5149_0
EColi5150_1,C95_EColi5150_1,C90_EColi5150_1,C70_EColi5150_1,C50_EColi5150_1,C40_EColi5150_1,C30_EColi5150_1
EColi5151_2,C95_EColi5151_2,C90_EColi5151_2,C70_EColi5151_2,C50_EColi5151_2,C40_EColi5151_2,C30_EColi5151_2
EColi5152_0,C95_EColi5152_0,C90_EColi5152_0,C70_EColi5152_0,C50_EColi5152_0,C40_EColi5152_0,C30_EColi5152_0
EColi5153_0,C95_EColi5153_0,C90_EColi5153_0,C70_EColi5153_0,C50_EColi5153_0,C40_EColi5153_0,C30_EColi5153_0
EColi5154_0,C95_EColi5154_0,C90_EColi5154_0,C70_EColi5154_0,C50_EColi5154_0,C40_EColi5154_0,C30_EColi5154_0
EColi5155_2,C95_EColi5155_2,C90_EColi5155_2,C70_EColi5155_2,C50_EColi5155_2,C40_EColi5155_2,C30_EColi5155_2
EColi5156_2,C95_EColi5156_2,C90_EColi5156_2,C70_EColi5156_2,C50_EColi5156_2,C40_EColi5606_0,C30_EColi5606_0
EColi5157_0,C95_EColi5157_0,C90_EColi5157_0,C70_EColi5157_0,C50_EColi5157_0,C40_EColi5157_0,C30_EColi5157_0
EColi5158_1,C95_EColi5158_1,C90_EColi5158_1,C70_EColi5158_1,C50_EColi5158_1,C40_EColi5158_1,C30_EColi5158_1
EColi5159_0,C95_EColi5159_0,C90_EColi5159_0,C70_EColi5159_0,C50_EColi5159_0,C40_EColi5417_1,C30_EColi3629_2
EColi5160_0,C95_EColi5160_0,C90_EColi5160_0,C70_EColi5160_0,C50_EColi5160_0,C40_EColi5160_0,C30_EColi5160_0
EColi5161_2,C95_EColi5161_2,C90_EColi5161_2,C70_EColi5161_2,C50_EColi5161_2,C40_EColi5161_2,C30_EColi5161_2
EColi5162_2,C95_EColi5162_2,C90_EColi5162_2,C70_EColi5162_2,C50_EColi5162_2,C40_EColi3074_0,C30_EColi3074_0
EColi5163_0,C95_EColi5163_0,C90_EColi5163_0,C70_EColi5163_0,C50_EColi5163_0,C40_EColi5163_0,C30_EColi5163_0
EColi5164_2,C95_EColi5164_2,C90_EColi5164_2,C70_EColi5164_2,C50_EColi5164_2,C40_EColi5164_2,C30_EColi5164_2
EColi5165_1,C95_EColi5165_1,C90_EColi5165_1,C70_EColi5165_1,C50_EColi5165_1,C40_EColi5165_1,C30_EColi5165_1
EColi5166_0,C95_EColi5166_0,C90_EColi5166_0,C70_EColi5166_0,C50_EColi5166_0,C40_EColi5166_0,C30_EColi5166_0
EColi5167_1,C95_EColi5167_1,C90_EColi5167_1,C70_EColi5167_1,C50_EColi5167_1,C40_EColi5006_0,C30_EColi5006_0
EColi5168_1,C95_EColi5168_1,C90_EColi5168_1,C70_EColi5168_1,C50_EColi344_1,C40_EColi344_1,C30_EColi344_1
EColi5169_1,C95_EColi5169_1,C90_EColi5169_1,C70_EColi5169_1,C50_EColi5169_1,C40_EColi4538_0,C30_EColi4635_0
EColi5170_1,C95_EColi5170_1,C90_EColi5170_1,C70_EColi5170_1,C50_EColi5170_1,C40_EColi1206_2,C30_EColi1206_2
EColi5171_0,C95_EColi5171_0,C90_EColi5171_0,C70_EColi5171_0,C50_EColi5171_0,C40_EColi5171_0,C30_EColi5171_0
EColi5172_0,C95_EColi5172_0,C90_EColi5172_0,C70_EColi5172_0,C50_EColi5172_0,C40_EColi3898_0,C30_EColi3898_0
EColi5173_0,C95_EColi5173_0,C90_EColi5173_0,C70_EColi5173_0,C50_EColi5173_0,C40_EColi5173_0,C30_EColi5173_0
EColi5174_0,C95_EColi5174_0,C90_EColi5174_0,C70_EColi5174_0,C50_EColi5174_0,C40_EColi5174_0,C30_EColi5174_0
EColi5175_0,C95_EColi5175_0,C90_EColi5175_0,C70_EColi5175_0,C50_EColi5175_0,C40_EColi5175_0,C30_EColi5175_0
EColi5176_0,C95_EColi5176_0,C90_EColi5176_0,C70_EColi5176_0,C50_EColi5176_0,C40_EColi5176_0,C30_EColi5176_0
EColi5177_1,C95_EColi5177_1,C90_EColi5177_1,C70_EColi5177_1,C50_EColi5394_0,C40_EColi5394_0,C30_EColi5394_0
EColi5178_1,C95_EColi5178_1,C90_EColi5178_1,C70_EColi5178_1,C50_EColi5178_1,C40_EColi5178_1,C30_EColi5178_1
EColi5179_1,C95_EColi5179_1,C90_EColi5179_1,C70_EColi5179_1,C50_EColi5179_1,C40_EColi5179_1,C30_EColi5179_1
EColi5180_1,C95_EColi5180_1,C90_EColi5180_1,C70_EColi5180_1,C50_EColi5180_1,C40_EColi2899_2,C30_EColi2899_2
EColi5181_1,C95_EColi5181_1,C90_EColi5181_1,C70_EColi5181_1,C50_EColi5181_1,C40_EColi5181_1,C30_EColi5181_1
EColi5182_1,C95_EColi5182_1,C90_EColi5182_1,C70_EColi5182_1,C50_EColi5182_1,C40_EColi5182_1,C30_EColi5182_1
EColi5183_1,C95_EColi5183_1,C90_EColi5183_1,C70_EColi5183_1,C50_EColi5183_1,C40_EColi5183_1,C30_EColi5183_1
EColi5184_1,C95_EColi5184_1,C90_EColi5184_1,C70_EColi5184_1,C50_EColi5184_1,C40_EColi5184_1,C30_EColi2825_2
EColi5185_1,C95_EColi5185_1,C90_EColi5185_1,C70_EColi5185_1,C50_EColi2114_0,C40_EColi2114_0,C30_EColi5309_0
EColi5186_1,C95_EColi5186_1,C90_EColi5186_1,C70_EColi5186_1,C50_EColi5186_1,C40_EColi5186_1,C30_EColi5292_1
EColi5187_1,C95_EColi5187_1,C90_EColi5187_1,C70_EColi5187_1,C50_EColi5187_1,C40_EColi5187_1,C30_EColi5187_1
EColi5188_2,C95_EColi5188_2,C90_EColi5188_2,C70_EColi5188_2,C50_EColi5188_2,C40_EColi5188_2,C30_EColi4577_0
EColi5189_2,C95_EColi5189_2,C90_EColi5189_2,C70_EColi5189_2,C50_EColi2118_1,C40_EColi1425_0,C30_EColi1425_0
EColi5190_1,C95_EColi5190_1,C90_EColi5190_1,C70_EColi5190_1,C50_EColi5190_1,C40_EColi5190_1,C30_EColi5190_1
EColi5191_1,C95_EColi5191_1,C90_EColi5191_1,C70_EColi5191_1,C50_EColi5191_1,C40_EColi5191_1,C30_EColi5191_1
EColi5192_0,C95_EColi5192_0,C90_EColi5192_0,C70_EColi5192_0,C50_EColi5192_0,C40_EColi3256_1,C30_EColi3256_1
EColi5193_1,C95_EColi5193_1,C90_EColi5193_1,C70_EColi5193_1,C50_EColi5193_1,C40_EColi5193_1,C30_EColi6314_1
EColi5194_1,C95_EColi5194_1,C90_EColi5194_1,C70_EColi5194_1,C50_EColi5194_1,C40_EColi5194_1,C30_EColi5194_1
EColi5195_1,C95_EColi5195_1,C90_EColi5195_1,C70_EColi5195_1,C50_EColi5195_1,C40_EColi5195_1,C30_EColi5195_1
EColi5196_2,C95_EColi5196_2,C90_EColi5196_2,C70_EColi5196_2,C50_EColi3748_1,C40_EColi3748_1,C30_EColi3748_1
EColi5197_0,C95_EColi5197_0,C90_EColi5197_0,C70_EColi5197_0,C50_EColi5197_0,C40_EColi5197_0,C30_EColi5197_0
EColi5198_1,C95_EColi5198_1,C90_EColi5198_1,C70_EColi5198_1,C50_EColi5198_1,C40_EColi5198_1,C30_EColi5198_1
EColi5199_1,C95_EColi5199_1,C90_EColi5199_1,C70_EColi5199_1,C50_EColi5199_1,C40_EColi5199_1,C30_EColi4236_0
EColi5300_1,C95_EColi5300_1,C90_EColi5300_1,C70_EColi5300_1,C50_EColi5300_1,C40_EColi5300_1,C30_EColi1650_1
EColi5301_1,C95_EColi5301_1,C90_EColi5301_1,C70_EColi5301_1,C50_EColi5301_1,C40_EColi5301_1,C30_EColi93_1
EColi5302_1,C95_EColi5302_1,C90_EColi5302_1,C70_EColi5302_1,C50_EColi5302_1,C40_EColi5302_1,C30_EColi5302_1
EColi5303_1,C95_EColi5303_1,C90_EColi5303_1,C70_EColi5303_1,C50_EColi5303_1,C40_EColi5303_1,C30_EColi5303_1
EColi5304_1,C95_EColi5304_1,C90_EColi5304_1,C70_EColi5304_1,C50_EColi5304_1,C40_EColi5304_1,C30_EColi888_1
EColi5305_1,C95_EColi5305_1,C90_EColi5305_1,C70_EColi5305_1,C50_EColi5305_1,C40_EColi5845_1,C30_EColi5845_1
EColi5306_1,C95_EColi5306_1,C90_EColi5306_1,C70_EColi5306_1,C50_EColi5306_1,C40_EColi5306_1,C30_EColi1654_0
EColi5307_2,C95_EColi5307_2,C90_EColi5307_2,C70_EColi5307_2,C50_EColi2171_2,C40_EColi3263_1,C30_EColi3263_1
EColi5308_2,C95_EColi5308_2,C90_EColi5308_2,C70_EColi5308_2,C50_EColi5308_2,C40_EColi2136_0,C30_EColi2136_0
EColi5309_0,C95_EColi5309_0,C90_EColi5309_0,C70_EColi5309_0,C50_EColi5309_0,C40_EColi5309_0,C30_EColi5309_0
EColi5310_1,C95_EColi5310_1,C90_EColi5310_1,C70_EColi5310_1,C50_EColi5310_1,C40_EColi5310_1,C30_EColi4336_2
EColi5311_1,C95_EColi5311_1,C90_EColi5311_1,C70_EColi5311_1,C50_EColi5311_1,C40_EColi5311_1,C30_EColi5311_1
EColi5312_1,C95_EColi5312_1,C90_EColi5312_1,C70_EColi5312_1,C50_EColi5312_1,C40_EColi5312_1,C30_EColi5312_1
EColi5313_0,C95_EColi5313_0,C90_EColi5313_0,C70_EColi5313_0,C50_EColi5313_0,C40_EColi5313_0,C30_EColi1527_2
EColi5314_1,C95_EColi5314_1,C90_EColi5314_1,C70_EColi5314_1,C50_EColi5314_1,C40_EColi5314_1,C30_EColi6159_1
EColi5315_1,C95_EColi5315_1,C90_EColi5315_1,C70_EColi5315_1,C50_EColi5315_1,C40_EColi5315_1,C30_EColi5315_1
EColi5316_1,C95_EColi5316_1,C90_EColi5316_1,C70_EColi5316_1,C50_EColi5316_1,C40_EColi3748_1,C30_EColi3748_1
EColi5317_1,C95_EColi5317_1,C90_EColi5317_1,C70_EColi5317_1,C50_EColi5317_1,C40_EColi5317_1,C30_EColi5317_1
EColi5318_1,C95_EColi5318_1,C90_EColi5318_1,C70_EColi5318_1,C50_EColi5318_1,C40_EColi5491_0,C30_EColi5491_0
EColi5319_1,C95_EColi5319_1,C90_EColi5319_1,C70_EColi5319_1,C50_EColi5319_1,C40_EColi5319_1,C30_EColi3711_2
EColi5320_1,C95_EColi5320_1,C90_EColi5320_1,C70_EColi5320_1,C50_EColi5320_1,C40_EColi5320_1,C30_EColi5320_1
EColi5321_1,C95_EColi5321_1,C90_EColi5321_1,C70_EColi5321_1,C50_EColi5321_1,C40_EColi3240_2,C30_EColi3240_2
EColi5322_1,C95_EColi5322_1,C90_EColi5322_1,C70_EColi5322_1,C50_EColi5322_1,C40_EColi5322_1,C30_EColi5322_1
EColi5323_1,C95_EColi5323_1,C90_EColi5323_1,C70_EColi5323_1,C50_EColi5323_1,C40_EColi5323_1,C30_EColi4394_0
EColi5324_1,C95_EColi5324_1,C90_EColi5324_1,C70_EColi5324_1,C50_EColi3570_1,C40_EColi2915_0,C30_EColi2915_0
EColi5325_1,C95_EColi5325_1,C90_EColi5325_1,C70_EColi5325_1,C50_EColi5325_1,C40_EColi5379_0,C30_EColi2902_2
EColi5326_1,C95_EColi5326_1,C90_EColi5326_1,C70_EColi5326_1,C50_EColi5326_1,C40_EColi5326_1,C30_EColi5453_0
EColi5327_1,C95_EColi5327_1,C90_EColi5327_1,C70_EColi5327_1,C50_EColi1672_0,C40_EColi1672_0,C30_EColi1672_0
EColi5328_1,C95_EColi5328_1,C90_EColi5328_1,C70_EColi5328_1,C50_EColi5328_1,C40_EColi5328_1,C30_EColi5328_1
EColi5329_1,C95_EColi5329_1,C90_EColi5329_1,C70_EColi5329_1,C50_EColi5329_1,C40_EColi5329_1,C30_EColi848_1
EColi5330_1,C95_EColi5330_1,C90_EColi5330_1,C70_EColi5330_1,C50_EColi5330_1,C40_EColi5330_1,C30_EColi5330_1
EColi5331_1,C95_EColi5331_1,C90_EColi5331_1,C70_EColi5331_1,C50_EColi5331_1,C40_EColi5331_1,C30_EColi2133_2
EColi5332_1,C95_EColi5332_1,C90_EColi5332_1,C70_EColi5332_1,C50_EColi5332_1,C40_EColi5332_1,C30_EColi5332_1
EColi5333_1,C95_EColi5333_1,C90_EColi5333_1,C70_EColi5333_1,C50_EColi5333_1,C40_EColi3575_2,C30_EColi2199_1
EColi5334_0,C95_EColi5334_0,C90_EColi5334_0,C70_EColi5334_0,C50_EColi5334_0,C40_EColi5334_0,C30_EColi4908_1
EColi5335_1,C95_EColi5335_1,C90_EColi5335_1,C70_EColi5335_1,C50_EColi5335_1,C40_EColi5335_1,C30_EColi239_0
EColi5336_1,C95_EColi5336_1,C90_EColi5336_1,C70_EColi5336_1,C50_EColi4775_2,C40_EColi4349_0,C30_EColi4349_0
EColi5337_1,C95_EColi5337_1,C90_EColi5337_1,C70_EColi5337_1,C50_EColi5337_1,C40_EColi5337_1,C30_EColi5337_1
EColi5338_1,C95_EColi5338_1,C90_EColi5338_1,C70_EColi5338_1,C50_EColi5338_1,C40_EColi5338_1,C30_EColi5338_1
EColi5339_1,C95_EColi5339_1,C90_EColi5339_1,C70_EColi5339_1,C50_EColi5339_1,C40_EColi5339_1,C30_EColi5339_1
EColi5340_1,C95_EColi5340_1,C90_EColi5340_1,C70_EColi5340_1,C50_EColi5340_1,C40_EColi5340_1,C30_EColi5340_1
EColi5341_1,C95_EColi5341_1,C90_EColi5341_1,C70_EColi5341_1,C50_EColi5341_1,C40_EColi5341_1,C30_EColi5341_1
EColi5342_1,C95_EColi5342_1,C90_EColi5342_1,C70_EColi5342_1,C50_EColi5342_1,C40_EColi5342_1,C30_EColi5342_1
EColi5343_1,C95_EColi5343_1,C90_EColi5343_1,C70_EColi5343_1,C50_EColi5343_1,C40_EColi5343_1,C30_EColi5343_1
EColi5344_1,C95_EColi5344_1,C90_EColi5344_1,C70_EColi5344_1,C50_EColi5344_1,C40_EColi5344_1,C30_EColi5344_1
EColi5345_1,C95_EColi5345_1,C90_EColi5345_1,C70_EColi5345_1,C50_EColi5345_1,C40_EColi5345_1,C30_EColi498_2
EColi5346_1,C95_EColi5346_1,C90_EColi5346_1,C70_EColi5346_1,C50_EColi5346_1,C40_EColi5346_1,C30_EColi5346_1
EColi5347_1,C95_EColi5347_1,C90_EColi5347_1,C70_EColi5347_1,C50_EColi5347_1,C40_EColi194_0,C30_EColi194_0
EColi5348_2,C95_EColi5348_2,C90_EColi5348_2,C70_EColi5348_2,C50_EColi5348_2,C40_EColi5348_2,C30_EColi5348_2
EColi5349_0,C95_EColi5349_0,C90_EColi5349_0,C70_EColi5349_0,C50_EColi5349_0,C40_EColi5349_0,C30_EColi5349_0
EColi5350_0,C95_EColi5350_0,C90_EColi5350_0,C70_EColi5350_0,C50_EColi5350_0,C40_EColi4249_2,C30_EColi5530_2
EColi5351_0,C95_EColi5351_0,C90_EColi5351_0,C70_EColi5351_0,C50_EColi5351_0,C40_EColi5351_0,C30_EColi5351_0
EColi5352_0,C95_EColi5352_0,C90_EColi5352_0,C70_EColi5352_0,C50_EColi5352_0,C40_EColi5233_1,C30_EColi5351_0
EColi5353_0,C95_EColi5353_0,C90_EColi5353_0,C70_EColi5353_0,C50_EColi5353_0,C40_EColi5353_0,C30_EColi5353_0
EColi5354_0,C95_EColi5354_0,C90_EColi5354_0,C70_EColi5354_0,C50_EColi5354_0,C40_EColi5354_0,C30_EColi5354_0
EColi5355_0,C95_EColi5355_0,C90_EColi5355_0,C70_EColi5355_0,C50_EColi5355_0,C40_EColi5355_0,C30_EColi5355_0
EColi5356_0,C95_EColi5356_0,C90_EColi5356_0,C70_EColi5356_0,C50_EColi5356_0,C40_EColi5356_0,C30_EColi5356_0
EColi5357_0,C95_EColi5357_0,C90_EColi5357_0,C70_EColi5357_0,C50_EColi5357_0,C40_EColi5357_0,C30_EColi6314_1
EColi5358_0,C95_EColi5358_0,C90_EColi5358_0,C70_EColi5358_0,C50_EColi5358_0,C40_EColi5358_0,C30_EColi3551_0
EColi5359_0,C95_EColi5359_0,C90_EColi5359_0,C70_EColi5359_0,C50_EColi5359_0,C40_EColi1159_1,C30_EColi2305_2
EColi5360_0,C95_EColi5360_0,C90_EColi5360_0,C70_EColi5360_0,C50_EColi5360_0,C40_EColi5360_0,C30_EColi5360_0
EColi5361_2,C95_EColi5361_2,C90_EColi5361_2,C70_EColi5361_2,C50_EColi5015_2,C40_EColi5015_2,C30_EColi2048_2
EColi5362_0,C95_EColi5362_0,C90_EColi5362_0,C70_EColi5362_0,C50_EColi5362_0,C40_EColi5362_0,C30_EColi5362_0
EColi5363_2,C95_EColi5363_2,C90_EColi5363_2,C70_EColi5363_2,C50_EColi5363_2,C40_EColi5363_2,C30_EColi5363_2
EColi5364_0,C95_EColi5364_0,C90_EColi5364_0,C70_EColi5364_0,C50_EColi5364_0,C40_EColi5364_0,C30_EColi5364_0
EColi5365_2,C95_EColi5365_2,C90_EColi5365_2,C70_EColi5365_2,C50_EColi5365_2,C40_EColi679_2,C30_EColi679_2
EColi5366_0,C95_EColi5366_0,C90_EColi5366_0,C70_EColi5366_0,C50_EColi5366_0,C40_EColi5366_0,C30_EColi5366_0
EColi5367_1,C95_EColi5367_1,C90_EColi5367_1,C70_EColi5367_1,C50_EColi5367_1,C40_EColi5367_1,C30_EColi5367_1
EColi5368_2,C95_EColi5368_2,C90_EColi5368_2,C70_EColi5368_2,C50_EColi5368_2,C40_EColi5368_2,C30_EColi5368_2
EColi5369_0,C95_EColi5369_0,C90_EColi5369_0,C70_EColi5369_0,C50_EColi5369_0,C40_EColi5369_0,C30_EColi5369_0
EColi5370_0,C95_EColi5370_0,C90_EColi5370_0,C70_EColi5370_0,C50_EColi5370_0,C40_EColi3151_2,C30_EColi3926_0
EColi5371_0,C95_EColi5371_0,C90_EColi5371_0,C70_EColi5371_0,C50_EColi5371_0,C40_EColi5371_0,C30_EColi5371_0
EColi5372_0,C95_EColi5372_0,C90_EColi5372_0,C70_EColi5372_0,C50_EColi5372_0,C40_EColi5372_0,C30_EColi5258_1
EColi5373_0,C95_EColi5373_0,C90_EColi5373_0,C70_EColi5373_0,C50_EColi5373_0,C40_EColi3367_0,C30_EColi5373_0
EColi5374_0,C95_EColi5374_0,C90_EColi5374_0,C70_EColi5374_0,C50_EColi5374_0,C40_EColi1922_0,C30_EColi1922_0
